Rank,Journal Name,Singular Value Score,Citation Count,Scholarly Output,SJR,SNIP,CiteScore,Percentile,Percent Cited,
40268,International Dyer,3.01168556775E-05,1,110,0.1,0,0.01,6,1,
40269,The Journal of the Indiana Dental Association,3.01168556778E-05,3,106,0.106,0,0.03,6,3,
40270,Belleten,3.01168556778E-05,3,99,0.1,0,0.03,13,3,
40271,Journal of Technology,3.01168556778E-05,3,96,0.11,0,0.03,16,3,
40272,Chronique d'Egypte,3.01168556879E-05,11,77,0.141,0,0.14,18,12,
40273,Journal of Circadian Rhythms,3.0116855694E-05,22,21,0.496,0.464,1.05,22,52,
40274,Zeitschrift fur Assyriologie und Vorderasiastische Archaeologie,3.01168556945E-05,8,45,0.115,0.597,0.18,49,16,
40275,The Forum for Social Economics,3.01168556947E-05,7,7,0.408,0.509,1,46,57,
40276,International Information and Library Review,3.0116855695E-05,20,52,0.189,0.346,0.38,13,33,
40277,Life Writing,3.01168556954E-05,11,87,0.121,0.248,0.13,9,11,
40278,World of Music,3.01168556955E-05,6,43,0.114,0.259,0.14,55,14,
40279,Vlakna a Textil,3.01168556962E-05,7,89,0.161,0.247,0.08,14,8,
40280,Journal of World History,3.01168556968E-05,18,62,0.25,0.381,0.29,19,19,
40281,Journal of the British Archeological Association,3.01168556968E-05,7,27,0.101,0.557,0.26,58,26,
40282,Italian Culture,3.01168556968E-05,4,21,0.111,0.619,0.19,74,19,
40283,Pneuma,3.0116855697E-05,14,55,0.361,0.17,0.25,33,16,
40284,International Journal of Psychosocial Rehabilitation,3.0116855697E-05,17,63,0.154,0.339,0.27,19,19,
40285,Late Imperial China,3.01168556972E-05,6,24,0.128,1.572,0.25,62,25,
40286,Composites: Mechanics  Computations  Applications,3.01168556976E-05,22,59,0.26,0.305,0.37,23,14,
40287,Research in Phenomenology,3.01168557E-05,6,62,0.121,0.302,0.1,40,10,
40288,Europhysics News,3.01168557074E-05,11,91,0.124,0.086,0.12,6,10,
40289,International Journal of Intelligent Enterprise,3.01168557075E-05,15,22,0.237,0.225,0.68,30,50,
40290,Urologia Colombiana,3.01168557075E-05,4,105,0.109,0.02,0.04,6,3,
40291,Jaen Journal on Approximation,3.01168557085E-05,12,32,0.188,0.959,0.38,45,28,
40292,International Journal of Practical Theology,3.01168557085E-05,16,66,0.153,0.132,0.24,16,20,
40293,Journal fur Mineralstoffwechsel,3.01168557098E-05,3,109,0.111,0.047,0.03,3,3,
40294,Open Materials Science Journal,3.01168557109E-05,18,65,0.173,0.73,0.28,17,17,
40295,South African Historical Journal,3.01168557112E-05,14,85,0.159,0,0.16,7,12,
40296,METU Journal of the Faculty of Architecture,3.01168557161E-05,14,73,0.149,0.142,0.19,16,15,
40297,World of Music,3.01168557169E-05,6,43,0.143,0.201,0.14,55,14,
40298,Irish University Review,3.01168557224E-05,6,55,0.153,1.092,0.11,49,7,
40299,International Journal of Business Science and Applied Management,3.01168557253E-05,9,18,0.41,0.281,0.5,57,33,
40300,The Forum for Social Economics,3.01168557258E-05,7,7,0.252,0.608,1,46,57,
40301,Journal of Applied Social Science,3.01168557258E-05,11,35,0.195,0.373,0.31,46,26,
40302,Review of Rabbinic Judaism,3.01168557301E-05,6,40,0.114,0,0.15,57,15,
40303,L.O.G.O.S. Interdisziplinair,3.0116855738E-05,7,93,0.12,0,0.08,13,5,
40304,ERCOFTAC Series,3.01168557712E-05,6,99,0.123,0.03,0.06,8,5,
40305,Indian Journal of Practical Pediatrics,3.01168557806E-05,1,115,0.103,0.101,0.01,1,1,
40306,Journal of Database Management,3.01168557806E-05,24,39,0.228,0.374,0.62,21,33,
40307,Romance Studies,3.01168557881E-05,3,77,0.102,0.085,0.04,34,4,
40308,Western Humanities Review,3.01168557893E-05,4,69,0.103,0.082,0.06,39,6,
40309,Cuadernos de Administracion,3.01168557894E-05,8,46,0.126,0.955,0.17,48,15,
40310,Archive for History of Exact Sciences,3.01168557896E-05,15,53,0.203,0.776,0.28,36,13,
40311,Curationis,3.01168557896E-05,12,78,0.111,0,0.15,19,9,
40312,Peritia,3.01168557896E-05,4,29,0.112,0,0.14,71,14,
40313,Indian Journal of Mathematics,3.01168566774E-05,19,70,0.175,0.465,0.27,18,10,
40314,International Information and Library Review,3.01168567548E-05,20,52,0.189,0.346,0.38,12,33,
40315,Journal of Electrical Bioimpedance,3.0116856755E-05,20,22,0.253,0.756,0.91,29,45,
40316,Asia-Pacific Financial Markets,3.01168567988E-05,19,50,0.154,0.351,0.38,24,24,
40317,Iran and the Caucasus,3.01168567988E-05,7,66,0.187,0.592,0.11,36,8,
40318,Journal fur Mathematik-Didaktik,3.01168568025E-05,12,41,0.176,0.409,0.29,44,20,
40319,Archive for History of Exact Sciences,3.01168568025E-05,15,53,0.214,0.38,0.28,28,21,
40320,Journal of Public Procurement,3.0116856803E-05,20,47,0.183,0.271,0.43,22,28,
40321,Economia Agraria y Recursos Naturales,3.01168568034E-05,14,51,0.235,0.335,0.27,27,25,
40322,Pathogenesis,3.01168568034E-05,9,7,0.301,0.237,1.29,43,57,
40323,Journal of Computational and Theoretical Transport,3.01168568048E-05,24,70,0.214,0.319,0.34,6,17,
40324,Language Problems and Language Planning,3.01168568048E-05,15,41,0.244,0.235,0.37,32,29,
40325,Archivo Espanol de Arqueologia,3.01168568175E-05,8,48,0.148,0.372,0.17,46,15,
40326,Central European Geology,3.0116856818E-05,16,55,0.152,0.253,0.29,19,27,
40327,Tydskrif vir Letterkunde,3.01168568798E-05,16,72,0.206,0.248,0.22,14,15,
40328,English Literature in Transition  1880-1920,3.01168568801E-05,19,69,0.125,0.255,0.28,12,17,
40329,Cultural Dynamics,3.01168568801E-05,17,67,0.209,0.212,0.25,17,16,
40330,Moscow University Computational Mathematics and Cybernetics,3.01168568813E-05,10,86,0.118,0.439,0.12,12,9,
40331,Histoire de l'Education,3.01168569143E-05,4,27,0.119,0.556,0.15,75,11,
40332,Portuguese Economic Journal,3.01168569159E-05,5,26,0.113,0.519,0.19,67,19,
40333,Interdisciplinaria,3.01168569182E-05,21,53,0.167,0.259,0.4,26,17,
40334,AAPP Atti della Accademia Peloritana dei Pericolanti  Classe di Scienze Fisiche  Matematiche e Naturali,3.01168569661E-05,18,57,0.177,0.222,0.32,17,25,
40335,Journal of Mathematical Logic,3.01168569671E-05,32,30,0.4,0.306,1.07,34,20,
40336,Roumanian Archives of Microbiology and Immunology,3.01168569671E-05,12,46,0.123,0.331,0.26,39,20,
40337,Journal of Medical Marketing,3.01168569678E-05,16,68,0.123,0.341,0.24,18,15,
40338,Revue Theologique de Louvain,3.01168569679E-05,18,52,0.208,0.139,0.35,24,23,
40339,Geoingegneria Ambientale e Mineraria,3.01168569679E-05,18,70,0.198,0.245,0.26,10,19,
40340,Narodna Umjetnost,3.01168569683E-05,12,62,0.152,0.401,0.19,27,16,
40341,International Journal of Information Systems in the Service Sector,3.01168569683E-05,19,59,0.217,0.224,0.32,12,27,
40342,Complex Systems,3.01168569721E-05,18,50,0.308,1.067,0.36,28,20,
40343,Aisthesis,0.000030117,2,90,0.1,0.082,0.02,23,2,
40344,Gruppendynamik und Organisationsberatung,0.000030117,5,98,0.111,0.045,0.05,9,5,
40345,Medecine Buccale Chirurgie Buccale,0.000030117,8,97,0.134,0,0.08,5,7,
40346,Light Metal Age,0.000030117,5,104,0.125,0.047,0.05,4,4,
40347,Journal of Addictions and Offender Counseling,0.000030117,16,29,0.299,0.374,0.55,37,34,
40348,Food and Nutritional Components in Focus,0.000030117,3,107,0.122,0.071,0.03,4,3,
40349,Biotropia,0.000030117,15,31,0.184,0.563,0.48,38,32,
40350,Indian Journal of Rheumatology,0.000030117,2,109,0.103,0.009,0.02,4,2,
40351,Turkiye Klinikleri Pediatri,0.000030117,1,112,0.1,0,0.01,3,1,
40352,Lingue e Linguaggio,0.000030117,13,44,0.229,0.595,0.3,36,23,
40353,Revista Chilena de Anestesia,0.000030117,2,100,0.1,0,0.02,13,2,
40354,Forum for Nordic Dermato-Venerology,0.000030117,2,110,0.101,0,0.02,3,2,
40355,Science of Tsunami Hazards,0.000030117,18,38,0.218,0.507,0.47,28,32,
40356,Food and Nutritional Components in Focus,0.000030117,3,107,0.101,0.003,0.03,4,3,
40357,Conservation Science Western Australia,0.000030117,10,17,0.242,0.302,0.59,54,35,
40358,Mappemonde,0.000030117,3,100,0.103,0.006,0.03,12,2,
40359,Journal of Technology,0.000030117,3,96,0.11,0,0.03,15,3,
40360,Life Span and Disability,0.000030117,18,33,0.226,0.323,0.55,32,33,
40361,Management and Production Engineering Review,0.000030117,19,40,0.126,0.551,0.48,39,18,
40362,Journal of Research in Marketing and Entrepreneurship,0.000030117,14,32,0.142,0.525,0.44,36,34,
40363,Planet Earth,0.000030117,0,112,0.1,0,0,5,0,
40364,Parabola,0.000030117,0,117,0.1,0,0,0,0,
40365,Memoranda - Societatis pro Fauna et Flora Fennica,0.000030117,14,47,0.212,0.591,0.3,34,21,
40366,Issues in Ecology,0.000030117,4,3,0.652,0.248,1.33,41,67,
40367,Theoretical and Applied Mechanics Japan,0.000030117,19,65,0.133,0.84,0.29,12,20,
40368,Journal of Persianate Studies,0.000030117,8,41,0.16,0.944,0.2,50,17,
40369,Cesky Lid,0.000030117,4,58,0.1,0.167,0.07,48,7,
40370,Moscow University Computational Mathematics and Cybernetics,0.000030117,10,86,0.118,1.024,0.12,17,3,
40371,Spiritus,0.000030117,5,64,0.134,0.106,0.08,40,8,
40372,Cesky Lid,0.000030117,4,58,0.1,0.161,0.07,48,7,
40373,Revue Francaise d'Etudes Americaines,0.000030117,3,94,0.1,0.215,0.03,17,3,
40374,Life Writing,0.000030117,11,87,0.124,0.111,0.13,8,11,
40375,Nebraska Symposium on Motivation,0.000030117,19,36,0.235,0.593,0.53,28,33,
40376,Fashion Practice,0.000030117,4,7,0.289,0.515,0.57,76,29,
40377,Kajian Malaysia,0.000030117,6,70,0.105,0.213,0.09,32,9,
40378,Hispanic Review,0.000030117,7,59,0.146,0.114,0.12,39,12,
40379,Denver University Law Review,0.000030117,11,65,0.127,0.112,0.17,26,15,
40380,Administratie si Management Public,0.000030117,16,34,0.364,0.412,0.47,34,32,
40381,IPSJ Transactions on System LSI Design Methodology,0.000030117,21,37,0.144,0.526,0.57,28,30,
40382,Archaeologica Bulgarica,0.000030117,7,34,0.124,0.899,0.21,54,21,
40383,Deutsche Zeitschrift fur Onkologie,0.000030117,11,81,0.183,0.104,0.14,13,12,
40384,Anuario Lope de Vega,0.000030117,3,8,0.103,0,0.38,94,12,
40385,Acta Periodica Technologica,0.000030117,11,78,0.117,0.179,0.14,15,13,
40386,Tijdschrift Voor Geschiedenis,0.000030117,5,76,0.112,0.264,0.07,29,7,
40387,Review of Marketing Research,3.01170562765E-05,13,32,0.113,0.068,0.41,34,38,
40388,Karstenia,3.01170562765E-05,15,18,0.581,2.177,0.83,42,39,
40389,Historische Zeitschrift,3.01170562765E-05,10,81,0.111,0.337,0.12,17,9,
40390,Cuadernos de Economia (Colombia),3.01170562846E-05,10,90,0.124,0.254,0.11,7,10,
40391,Studies in European Cinema,3.01170562846E-05,4,68,0.1,0.328,0.06,39,6,
40392,Umweltmedizin in Forschung und Praxis,3.01170562846E-05,8,87,0.133,0.272,0.09,13,9,
40393,Transactions of the South African Institute of Electrical Engineers,3.01170562847E-05,12,54,0.129,0.177,0.22,34,17,
40394,Tropical Agriculture,3.01170562847E-05,14,83,0.123,0.221,0.17,9,11,
40395,Boletin de Malariologia y Salud Ambiental,3.01170562848E-05,17,70,0.155,0.102,0.24,7,23,
40396,Journal of Third World Studies,3.01170564691E-05,5,67,0.111,0.419,0.07,38,7,
40397,International Journal of Electronic Healthcare,3.01170564691E-05,7,21,0.159,1.119,0.33,64,24,
40398,Rudarsko Geolosko Naftni Zbornik,3.01170564754E-05,12,58,0.122,0.278,0.21,31,16,
40399,Journal of Third World Studies,3.01170564859E-05,5,67,0.103,0.452,0.07,38,7,
40400,Neurobehavioral HIV Medicine,3.01170565502E-05,5,3,0.478,0.512,1.67,40,67,
40401,Open Materials Science Journal,3.01170565502E-05,18,65,0.127,0.223,0.28,17,17,
40402,Malaysian Journal of Medicine and Health Sciences,3.01170573729E-05,13,69,0.119,0.178,0.19,23,12,
40403,South Asian Diaspora,3.01170574824E-05,9,40,0.163,0.101,0.22,56,12,
40404,Le journal des médecines cunéiformes,3.01274449147E-05,0,1,0.125,0,0,0,0,
40405,Le journal des médecines cunéiformes,3.01274449147E-05,0,1,0,0,0,0,0,
40406,Le journal des médecines cunéiformes,3.01274774743E-05,0,1,0.125,0,0,0,0,
40407,Le journal des médecines cunéiformes,3.01274852407E-05,0,1,0.125,0,0,0,0,
40408,Le journal des médecines cunéiformes,3.01274980284E-05,0,1,0.125,0,0,0,0,
40409,Le journal des médecines cunéiformes,3.01275381638E-05,0,1,0.125,0,0,0,0,
40410,Le journal des médecines cunéiformes,3.01275382472E-05,0,1,0.125,0,0,0,0,
40411,Le journal des médecines cunéiformes,3.01275394572E-05,0,1,0.125,0,0,0,0,
40412,Le journal des médecines cunéiformes,3.01275402436E-05,0,1,0.125,0,0,0,0,
40413,Current Research in Earth Sciences,3.01275633186E-05,0,2,0.112,0,0,0,0,
40414,Current Research in Earth Sciences,3.01275674729E-05,0,2,0.112,0,0,0,0,
40415,Le journal des médecines cunéiformes,3.01275674729E-05,0,1,0,0,0,1,0,
40416,Current Research in Earth Sciences,3.0127570259E-05,0,2,0.112,0,0,0,0,
40417,Current Research in Earth Sciences,3.0127573482E-05,0,2,0.112,0,0,0,0,
40418,Current Research in Earth Sciences,3.01275784719E-05,0,2,0.112,0,0,0,0,
40419,Current Research in Earth Sciences,3.01275821808E-05,0,2,0.112,0,0,0,0,
40420,Current Research in Earth Sciences,3.01275859777E-05,0,2,0.112,0,0,0,0,
40421,Current Research in Earth Sciences,3.01275881829E-05,0,2,0.112,0,0,0,0,
40422,Current Research in Earth Sciences,3.01275964009E-05,0,2,0.112,0,0,0,0,
40423,Current Research in Earth Sciences,3.01275981958E-05,0,2,0.112,0,0,0,0,
40424,Current Research in Earth Sciences,3.01276022452E-05,0,2,0.112,0,0,0,0,
40425,Le journal des médecines cunéiformes,3.01276140027E-05,0,1,0.125,0,0,1,0,
40426,Le journal des médecines cunéiformes,3.01276448114E-05,0,1,0.125,0,0,1,0,
40427,Le journal des médecines cunéiformes,3.01276640643E-05,0,1,0.125,0,0,1,0,
40428,Le journal des médecines cunéiformes,3.01276736946E-05,0,1,0.125,0,0,1,0,
40429,Le journal des médecines cunéiformes,3.01276739977E-05,0,1,0.125,0,0,1,0,
40430,Le journal des médecines cunéiformes,3.01276779847E-05,0,1,0.125,0,0,1,0,
40431,Le journal des médecines cunéiformes,3.01276798354E-05,0,1,0.125,0,0,1,0,
40432,Le journal des médecines cunéiformes,3.01276801297E-05,0,1,0.125,0,0,1,0,
40433,Le journal des médecines cunéiformes,3.01276822258E-05,0,1,0.125,0,0,1,0,
40434,Le journal des médecines cunéiformes,3.01276823435E-05,0,1,0.125,0,0,1,0,
40435,Current Research in Earth Sciences,3.01276824451E-05,0,2,0,0,0,1,0,
40436,Additives for Polymers,3.01276824451E-05,0,3,0.108,0,0,0,0,
40437,Additives for Polymers,3.01276831028E-05,0,3,0.108,0,0,0,0,
40438,Le journal des médecines cunéiformes,3.01276832994E-05,0,1,0.125,0,0,1,0,
40439,Additives for Polymers,3.01276839261E-05,0,3,0.108,0,0,0,0,
40440,Le journal des médecines cunéiformes,3.01276839658E-05,0,1,0.125,0,0,1,0,
40441,Le journal des médecines cunéiformes,3.01276853162E-05,0,1,0.125,0,0,1,0,
40442,Le journal des médecines cunéiformes,3.01276985953E-05,0,1,0.125,0,0,1,0,
40443,Transnational Corporations,3.012773512E-05,0,5,0.105,0,0,0,0,
40444,Transnational Corporations,3.01277351225E-05,0,5,0.105,0,0,0,0,
40445,International Journal of Clinical Skills,3.01277351225E-05,0,4,0,0,0,1,0,
40446,Le journal des médecines cunéiformes,3.01277351225E-05,0,1,0,0,0,4,0,
40447,Le journal des médecines cunéiformes,3.01277351309E-05,0,1,0.125,0,0,3,0,
40448,Le journal des médecines cunéiformes,3.01277351335E-05,0,1,0.125,0,0,3,0,
40449,Le journal des médecines cunéiformes,3.0127735134E-05,0,1,0.125,0,0,3,0,
40450,International Journal of Clinical Skills,3.01277357758E-05,0,4,0.106,0,0,1,0,
40451,Transnational Corporations,3.01277357777E-05,0,5,0.105,0,0,0,0,
40452,International Journal of Clinical Skills,3.01277369525E-05,0,4,0.106,0,0,1,0,
40453,Transnational Corporations,3.0127738647E-05,0,5,0.106,0,0,0,0,
40454,International Journal of Clinical Skills,3.01277395546E-05,0,4,0.106,0,0,1,0,
40455,International Journal of Clinical Skills,3.01277395824E-05,0,4,0.106,0,0,1,0,
40456,International Journal of Clinical Skills,3.01277395891E-05,0,4,0.106,0,0,1,0,
40457,International Journal of Clinical Skills,3.01277395945E-05,0,4,0.106,0,0,1,0,
40458,International Journal of Clinical Skills,3.01277395997E-05,0,4,0.106,0,0,1,0,
40459,International Journal of Clinical Skills,3.01277396103E-05,0,4,0.106,0,0,1,0,
40460,International Journal of Clinical Skills,3.01277396135E-05,0,4,0.106,0,0,1,0,
40461,International Journal of Clinical Skills,3.01277415503E-05,0,4,0.106,0,0,2,0,
40462,Transnational Corporations,3.01277415504E-05,0,5,0.106,0,0,1,0,
40463,International Journal of Clinical Skills,3.01277415568E-05,0,4,0.106,0,0,2,0,
40464,Transnational Corporations,3.0127741559E-05,0,5,0.105,0,0,1,0,
40465,Archives of Histology and Cytology,3.01277418153E-05,0,10,0.102,0,0,0,0,
40466,Current Research in Earth Sciences,3.01277418157E-05,0,2,0.112,0,0,7,0,
40467,Additives for Polymers,3.01277418157E-05,0,3,0.112,0,0,6,0,
40468,Le journal des médecines cunéiformes,3.01277418157E-05,0,1,0.125,0,0,8,0,
40469,Archives of Histology and Cytology,3.01277418157E-05,0,10,0.102,0,0,0,0,
40470,Current Research in Earth Sciences,3.01277418157E-05,0,2,0.112,0,0,7,0,
40471,Transnational Corporations,3.0127741819E-05,0,5,0.105,0,0,1,0,
40472,International Journal of Clinical Skills,3.01277418738E-05,0,4,0.108,0,0,1,0,
40473,CPD Bulletin Clinical Biochemistry,3.01277418744E-05,0,11,0.102,0,0,0,0,
40474,CPD Bulletin Clinical Biochemistry,3.01277418751E-05,0,11,0,0,0,0,0,
40475,Archives of Histology and Cytology,3.01277418751E-05,0,10,0.102,0,0,1,0,
40476,International Journal of Clinical Skills,3.01277418751E-05,0,4,0.108,0,0,6,0,
40477,Current Research in Earth Sciences,3.01277418751E-05,0,2,0.112,0,0,8,0,
40478,International Journal of Clinical Skills,3.01277418756E-05,0,4,0.106,0,0,1,0,
40479,Hygiea Internationalis,3.01277418769E-05,0,9,0.104,0,0,1,0,
40480,Archives of Histology and Cytology,3.01277418784E-05,0,10,0.102,0,0,1,0,
40481,Current Research in Earth Sciences,3.01277418802E-05,0,2,0.112,0,0,3,0,
40482,Current Research in Earth Sciences,3.01277418802E-05,0,2,0.112,0,0,3,0,
40483,Current Research in Earth Sciences,3.01277418802E-05,0,2,0.112,0,0,3,0,
40484,Current Research in Earth Sciences,3.01277418802E-05,0,2,0.112,0,0,3,0,
40485,Current Research in Earth Sciences,3.01277418802E-05,0,2,0.112,0,0,3,0,
40486,Le journal des médecines cunéiformes,3.01277418802E-05,0,1,0.125,0,0,4,0,
40487,Hygiea Internationalis,3.01277418839E-05,0,9,0.103,0,0,1,0,
40488,Geologie und Palaeontologie in Westfalen,3.0127741891E-05,0,7,0.104,0,0,1,0,
40489,Revue du Marche Commun et de L'Union Europeenne,3.0127741891E-05,0,8,0.104,0,0,0,0,
40490,CPD Bulletin Clinical Biochemistry,3.01277418918E-05,0,11,0.102,0,0,0,0,
40491,Archives of Histology and Cytology,3.01277418932E-05,0,10,0.102,0,0,1,0,
40492,Archives of Histology and Cytology,3.01277418932E-05,0,10,0.102,0,0,1,0,
40493,CPD Bulletin Clinical Biochemistry,3.01277418933E-05,0,11,0.102,0,0,0,0,
40494,Current Research in Earth Sciences,3.01277418939E-05,0,2,0.112,0,0,3,0,
40495,Additives for Polymers,3.0127741895E-05,0,3,0.108,0,0,2,0,
40496,Additives for Polymers,3.0127741895E-05,0,3,0.108,0,0,2,0,
40497,Additives for Polymers,3.0127741895E-05,0,3,0.108,0,0,2,0,
40498,Hygiea Internationalis,3.0127741899E-05,0,9,0.103,0,0,1,0,
40499,Geologie und Palaeontologie in Westfalen,3.01277419011E-05,0,7,0.103,0,0,1,0,
40500,Epilepsy and Seizure,3.01277419079E-05,0,6,0.104,0,0,4,0,
40501,Geologie und Palaeontologie in Westfalen,3.01277419079E-05,0,7,0.104,0,0,3,0,
40502,Epilepsy and Seizure,3.01277419079E-05,0,6,0.104,0,0,4,0,
40503,Epilepsy and Seizure,3.01277419079E-05,0,6,0.105,0,0,4,0,
40504,Geologie und Palaeontologie in Westfalen,3.01277419093E-05,0,7,0.104,0,0,3,0,
40505,Transnational Corporations,3.0127741914E-05,0,5,0.105,0,0,3,0,
40506,Revue du Marche Commun et de L'Union Europeenne,3.01277419141E-05,0,8,0.103,0,0,2,0,
40507,Revue du Marche Commun et de L'Union Europeenne,3.01277419153E-05,0,8,0.103,0,0,2,0,
40508,Hygiea Internationalis,3.01277419155E-05,0,9,0.103,0,0,1,0,
40509,Hygiea Internationalis,3.01277419165E-05,0,9,0.103,0,0,1,0,
40510,Revue du Marche Commun et de L'Union Europeenne,3.01277419174E-05,0,8,0.103,0,0,2,0,
40511,Geologie und Palaeontologie in Westfalen,3.01277419177E-05,0,7,0.103,0,0,3,0,
40512,Hygiea Internationalis,3.01277419259E-05,0,9,0.103,0,0,1,0,
40513,Hygiea Internationalis,3.01277419263E-05,0,9,0.103,0,0,1,0,
40514,Revue du Marche Commun et de L'Union Europeenne,3.01277419279E-05,0,8,0.103,0,0,0,0,
40515,Geologie und Palaeontologie in Westfalen,3.01277419286E-05,0,7,0.103,0,0,1,0,
40516,Additives for Polymers,3.01277419336E-05,0,3,0.108,0,0,4,0,
40517,Additives for Polymers,3.01277419336E-05,0,3,0.112,0,0,4,0,
40518,Geologie und Palaeontologie in Westfalen,3.01277419336E-05,0,7,0,0,0,1,0,
40519,Le journal des médecines cunéiformes,3.01277419336E-05,0,1,0,0,0,7,0,
